# Angular measurement - Y = 70.00 
# time [s]	ch1 [V]	ch2 [V]
# 
-0.008192	3.4577892128872927	-0.9699786112237386
-0.008191	4.300218193677138	-0.8741457586696644
-0.00819	4.860583899648955	-0.6861659325059035
-0.008189	5.093756206831859	-0.5129296221196925
-0.008187999999999999	4.973409209576166	-0.2586039749569573
-0.008187	4.567238093838205	0.025208703760877766
-0.008185999999999999	3.837634422975571	0.28322022986800055
-0.008185	2.8673367576015525	0.5301741191419609
-0.008184	1.701475221687034	0.7292115821388842
-0.008183	0.42654921950954416	0.9024478925250952
-0.008182	-0.8859852193103495	1.0019666240235567
-0.008180999999999999	-2.1345853158381565	1.042511292411819
-0.00818	-3.236512509460588	1.0093383819123316
-0.008178999999999999	-4.146636676206761	0.9061337714694827
-0.008178	-4.740849975156741	0.7550127347495965
-0.008177	-5.0454783119602125	0.5375458770307359
-0.008176	-5.01915240631053	0.3016496245899378
-0.008175	-4.658111414543453	0.028894582705265234
-0.008173999999999999	-3.9962029296371457	-0.22543106445747005
-0.008173	-3.063513700905531	-0.4834425905645928
-0.008172	-1.9390214452976564	-0.6935376903946785
-0.008171	-0.675377974112888	-0.8741457586696644
-0.00817	0.6634823703566883	-0.9994656427788383
-0.008169	1.9158433105487358	-1.0621255848334255
-0.008168	3.051618097149331	-1.0068374006676133
-0.008166999999999999	3.984307325880946	-0.9441774586130263
-0.008166	4.634933279794533	-0.7930564218931401
-0.008165	5.037343551868253	-0.5977048378406044
-0.008164	5.067430301182176	-0.3396933117334816
-0.008163	4.81169293201383	-0.09273942245952121
-0.008161999999999999	4.179871196421446	0.19107325625831384
-0.008161	3.314877153646158	0.42696950869911177
-0.008159999999999999	2.1979065853667645	0.6554940032511348
-0.008159	0.9605890198316784	0.8287303136373458
-0.008158	-0.3481845753239746	0.979851350357232
-0.008157	-1.630632264829945	1.0498830503005938
-0.008156	-2.8115371754014253	1.0498830503005938
-0.008154999999999999	-3.8006390590966457	0.972479592468457
-0.008154	-4.53024272995928	0.8287303136373458
-0.008152999999999999	-4.955218064018443	0.6444363664179724
-0.008152	-5.079325904938376	0.4122259929215619
-0.008151	-4.861196972412434	0.1505285878700517
-0.00815	-4.300831266440617	-0.11485469612584602
-0.008149	-3.4621631293150115	-0.37655210117735627
-0.008147999999999999	-2.4241702779846657	-0.6013907167849918
-0.008147	-1.1755701814568587	-0.8225434534482399
-0.008146	0.09935582072063089	-0.9552350954461887
-0.008145	1.378042666562361	-1.0326385532783255
-0.008144	2.600316857440485	-1.043696190111488
-0.008143	3.6007012721284273	-0.9736644901681261
-0.008142	4.41680434726859	-0.8667740007808895
-0.008140999999999999	4.898192336291359	-0.6935376903946785
-0.00814	5.1050387378245805	-0.453955559009493
-0.008139	4.939561616598003	-0.20331579079114526
-0.008138	4.454412783910994	0.08049688792668978
-0.008137	3.6759181454132346	0.32376489825626265
-0.008136	2.6680120433968124	0.5744046664746105
-0.008135	1.4720637581683707	0.7734421294715338
-0.008133999999999999	0.1783335376696789	0.9208772872470325
-0.008133	-1.1266792138217339	1.0203960187454941
-0.008132	-2.337670873707137	1.0461971713562064
-0.008131	-3.417033005344127	1.0093383819123316
-0.00813	-4.259461986133973	0.8803326188587703
-0.008128999999999999	-4.827349379434271	0.7107821874169469
-0.008128	-5.056760842952934	0.49700120864247366
-0.008126999999999999	-4.981543969668126	0.2500473193685133
-0.008126	-4.541525260952001	-0.0005924488498345111
-0.008125	-3.853290870396011	-0.28440512756766956
-0.008124	-2.8641889867007904	-0.5313590168416299
-0.008123	-1.7096099817789931	-0.7267106008941657
-0.008121999999999999	-0.4234014486087823	-0.9146904270579266
-0.008121	0.8628070845614286	-0.9884080059456759
-0.00812	2.1189288684177163	-1.0473820690558755
-0.008119	3.2133343747116676	-0.9994656427788383
-0.008118	4.1460236034432825	-0.9220621849467014
-0.008117	4.751519433385984	-0.7598835113936528
-0.008116	5.0561477701894555	-0.5424166536747923
-0.008114999999999999	5.041104395532494	-0.3102062801783818
-0.008114	4.687585091093898	-0.059566511960034
-0.008113	4.01815491885911	0.22056028781341358
-0.008112	3.108030752112937	0.4822576928649238
-0.008111	1.9835384965050626	0.6739233979730722
-0.00811	0.6973299633348518	0.8729608609699955
-0.008109	-0.6039219444923207	0.9835372293016195
-0.008107999999999999	-1.8788479466698103	1.0388254134674313
-0.008107	-3.0033402022776845	1.0351395345230439
-0.008106	-3.9247469000165784	0.9393066819689698
-0.008105	-4.6317855088937705	0.7881856452490836
-0.008104	-4.996587344325087	0.5965199401409353
-0.008102999999999999	-5.049239155624453	0.35325192981136244
-0.008102	-4.770936724470665	0.10261216159301459
-0.008100999999999999	-4.165440894527963	-0.17751463818043298
-0.0081	-3.3042076954169155	-0.4281544063987808
-0.008099	-2.2060413454587238	-0.6677365377839662
-0.008098	-0.9724846235878781	-0.8520304850033396
-0.008097	0.3325281279035346	-0.9736644901681261
-0.008095999999999999	1.6112149737452648	-1.0142091585563884
-0.008095	2.803402415309466	-1.028952674333938
-0.008094	3.796265142668927	-0.9626068533349637
-0.008093	4.5446730318527635	-0.8225434534482399
-0.008092	4.984691740568888	-0.6419353851732539
-0.008091	5.078712832174897	-0.3876097380105187
-0.00809	4.864344743313196	-0.1517134855697207
-0.008088999999999999	4.337826630319542	0.11735567737056446
-0.008088	3.5179627115151386	0.3974824771440121
-0.008087	2.461165641863591	0.6223210927516476
-0.008086	1.231369763656986	0.7955574031378586
-0.008085	-0.05107792584898442	0.9503643188021322
-0.008084	-1.3372864590191953	1.0203960187454941
-0.008083	-2.5407564315761175	1.0498830503005938
-0.008081999999999999	-3.567466751913742	0.9982807450791693
-0.008081	-4.376048139725424	0.8729608609699955
-0.00808	-4.895044565390597	0.6923527926950095
-0.008079	-5.075565061274135	0.4712000560317614
-0.008078	-4.92889215836876	0.2058167720358637
-0.008076999999999999	-4.439982482017511	-0.06325239090442147
-0.008076	-3.6878137491694343	-0.3175780380671568
-0.008074999999999999	-2.6874293344814926	-0.5645319273411171
-0.008074	-1.4952418929172913	-0.7598835113936528
-0.008073	-0.19022914142587857	-0.918376306002314
-0.008072	1.1561528903721785	-1.0142091585563884
-0.008071	2.340818644607899	-1.043696190111488
-0.008069999999999999	3.412659088916408	-1.0142091585563884
-0.008069	4.277653131691696	-0.8925751533916018
-0.008067999999999999	4.845540524991994	-0.7193388430053907
-0.008067	5.078712832174897	-0.49450022739775523
-0.008066	5.0072568025543305	-0.22911694340185754
-0.008065	4.582281468495167	0.014151066927715361
-0.008064	3.886525390610696	0.2684767140904507
-0.008062999999999999	2.912466881572437	0.5301741191419609
-0.008062	1.7466053456579185	0.7255257031944967
-0.008061	0.49048356180163066	0.8987620135807077
-0.00806	-0.803246658697061	0.9945948661347819
-0.008059	-2.063129286217589	1.0498830503005938
-0.008058	-3.1800998544969827	1.0056525029679442
-0.008057	-4.060137271929232	0.8987620135807077
-0.008055999999999999	-4.72204575683554	0.751326855805209
-0.008055	-5.034195780967491	0.5596611506970607
-0.008054	-5.0454783119602125	0.31270726142310024
-0.008053	-4.688198163857376	0.062067493204752446
-0.008052	-4.018767991622588	-0.232802822346245
-0.008050999999999999	-3.097361293883694	-0.46501319584265544
-0.00805	-1.984151569268541	-0.6972235693390659
-0.008048999999999999	-0.7129864107552917	-0.8594022428921145
-0.008048	0.5807438097433999	-0.9920938848900633
-0.008047	1.840626437263928	-1.043696190111488
